"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"4:49:33.1884264 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 6, seqnum: 0, connid: 0"
"4:49:33.1886258 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27814, endtime: 27814, seqnum: 0, connid: 0"
"4:49:33.1888386 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27814, endtime: 27814, seqnum: 0, connid: 0"
"4:49:33.1888465 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 6, seqnum: 0, connid: 0"
"4:49:33.1888507 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 6, seqnum: 0, connid: 0"
"4:49:33.1889999 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27814, endtime: 27814, seqnum: 0, connid: 0"
"4:49:33.1891062 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 6, seqnum: 0, connid: 0"
"4:49:33.1892287 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27814, endtime: 27814, seqnum: 0, connid: 0"
"4:49:33.1892354 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 3, seqnum: 0, connid: 0"
"4:49:33.1893230 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27814, endtime: 27814, seqnum: 0, connid: 0"
"4:49:33.1893296 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 6, seqnum: 0, connid: 0"
